EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
991804537,GJ PLAYS FOUNDATION,,1340 GUNNISON AVE,GRAND JCT,CO,81501-4403,0000,03,3,1000,202403,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,N12,
991805605,NATIONAL BOARD OF REHABILITATION SERVICES VOLUNTEER PARTNERSHIP,% WILLIAM NIEHAUS,PO BOX 31421,AURORA,CO,80041-0421,0000,03,3,1000,202404,1,16,000000000,1,01,,0,0,02,0,12,,,,E01,
991808774,ART GUILD OF CREATE,% CAPRICE FOX,2239 MOCKINGBIRD VALLEY CT,DURANGO,CO,81301-8984,0000,03,3,1238,202403,1,16,000000000,1,01,202512,1,2,02,0,12,905,11318,11318,A20,NON PROFIT
991811640,AUTISTIC WINGS DANCE COMPANY,% AMANDA TRISDALE-RUNDELL,PO BOX 175,FOUNTAIN,CO,80817-0175,0000,03,3,1000,202404,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,A62,
991815817,20 SCHOOLS COLORADO,% MELISSA MOUTON,12 BROADWAY STREET STE 246,DENVER,CO,80203-3915,0000,03,3,2000,202408,1,11,000000000,1,01,202406,3,3,01,0,06,44422,72000,72000,B29,20 HIGH
991816425,MOMS CLUB,% CARLA GOMEZ,5114 BUCKWHEAT RD,BRIGHTON,CO,80640-9670,3706,03,9,2000,200102,0,16,602000000,1,01,,0,0,01,0,06,,,,,BRIGHTON-COMMERCE CITY
991823559,ENGLISH ADVANTAGE MEXICO II,% SHANE FARMER,11798 E OSWEGO ST,ENGLEWOOD,CO,80112-7000,0000,03,3,2000,202405,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,B90,
991828225,HL266 LATERAL CORPORATION,% KEVIN REEVES,2178 J ONE-FOURTH RD,GRAND JUNCTION,CO,81505-0000,0000,12,3,2000,202508,2,00,000000000,1,01,202512,0,0,02,0,12,0,0,0,C32,
991837206,COLORADO WOODWORKERS GUILD INC,,2553 S COLORADO BLVD UNIT 108,DENVER,CO,80222-5940,0000,03,3,1200,202404,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,S80,
991844009,US FOUNDATION INC,,15825 E OXFORD AVE,AURORA,CO,80013-2525,0000,03,3,1200,202405,1,15,000000000,1,01,,0,0,02,0,12,,,,O50,
991846974,CRESTED BUTTE SENIOR CENTER,,PO BOX 1801,CRESTED BUTTE,CO,81224-1801,0000,03,3,1000,202410,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,P81,
991850296,FAIRTRADE - PRO BONO INC,% DANIELLE MILES,1146 N GANTTS FORT AVE,PUEBLO WEST,CO,81007-0000,0000,03,3,1000,202403,1,16,000000000,1,01,,0,0,02,0,12,,,,L20,FAIRTRADE - PROBONOPUBLICO
991853436,IGLESIA DE DIOS PENTECOSTES FUENTE DE VIDA,,5230 DURHAM CT,DENVER,CO,80239-4148,0000,03,3,7000,202502,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
991856888,MEDITATE FOR WORLD PEACE,,251 RIDGEVIEW LN,BOULDER,CO,80302-9433,0000,03,3,1200,202409,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,F80,
991858513,INTREPID CHARITIES,,209 SYLVESTOR PL,HGHLNDS RANCH,CO,80129-6202,0000,03,3,1700,202404,1,15,000000000,1,01,202512,2,3,01,0,12,18263,59654,59654,P20,
991859866,JIREH TRAINING INSTITUTE,,3026 F PATH,COTOPAXI,CO,81223-9522,0000,03,3,2000,202509,1,04,000000000,1,01,,0,0,00,1,12,,,,F60,
991861589,COLORADO-ISRAEL CHAMBER OF COMMERCE,% JEREMIAH BARONBERG,2650 E 40TH AVE,DENVER,CO,80205-3604,0000,06,3,3000,202503,2,00,000000000,1,01,202512,0,0,02,0,12,0,0,0,S41,
991871874,CAREHAVEN SERVICES INC,% AMUTTA ZOR,2303 S VAUGHN WAY BLD 4 APT 212,AURORA,CO,80014-2014,0000,03,3,1200,202405,1,15,000000000,1,01,,0,0,01,0,12,,,,E92,
991876358,COGWORKS CREATIVE MEDIA COMPANY,,5975 GRAPEVINE DR,COLORADO SPGS,CO,80923-7502,0000,03,3,1000,202404,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,X80,COGWORKS JUNCTION
991880470,B & W ELECTRIC COMMUNITY SOLUTIONS,,3625 S SHERMAN ST,ENGLEWOOD,CO,80113-3713,0000,03,3,1260,202405,1,16,000000000,1,01,,0,0,02,0,12,,,,M40,
991885603,THRIVING TOGETHER,,309 SWEET VALLEY CT,LONGMONT,CO,80501-8649,0000,03,3,1000,202409,1,16,000000000,1,01,,0,0,02,0,12,,,,P20,
991887036,THE PLACE,% CRYSTAL UHLAR,7818 PINEY RIVER AVE,LITTLETON,CO,80125-7993,0000,03,3,7000,202404,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,X20,
991890273,FIELDS OF HOPE OUTREACH,,2950 COLORFUL AVE,LONGMONT,CO,80504-5249,0000,03,3,1000,202404,1,15,000000000,1,01,202412,3,3,01,0,12,45380,74814,74814,P20,TABLE OF HOPE FOOD PANTRY
991896607,CENTER FOR FAITH AND ATHLETICS,,10200 W CENTER AVE,LAKEWOOD,CO,80226-2729,0000,03,3,1700,202502,1,15,000000000,5,01,,0,0,01,0,12,,,,X22,
991897287,HOPE HAS NO BORDERS,% HOPE HAS NO BORDERS,4195 CHASE ST,DENVER,CO,80212-7329,0000,03,3,1000,202403,1,15,000000000,1,01,202412,4,4,01,0,12,108203,217462,217462,P20,
991899301,THE JIREH PROJECT,,10129 W 15TH ST,GREELEY,CO,80634-9099,0000,03,3,1000,202403,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,W99,
991915281,WOLF COBBLEY CHRISTIAN CHARITIES,,232 SWALLOW RD,JOHNSTOWN,CO,80534-9376,0000,03,3,1700,202408,1,16,000000000,1,01,,0,0,02,0,12,,,,X20,
991922027,ANGELLA BLESSED ORPHANAGE,% BLESSED BARRACK,12773 DOMINGO CT,PARKER,CO,80134-6644,0000,03,3,1000,202404,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,P73,
991924031,JOINT EFFORT COMMUNITY SPORTS INC,% JOHN BAILEY,3570 MONACO PKWY,DENVER,CO,80207-1440,0000,03,3,1200,202403,1,16,000000000,1,01,,0,0,02,0,12,,,,N60,
991926242,ROTARY CLUB OF DENVER METRO SOUTH FOUNDATION,% DR JOHNSON,PO BOX 3254,LITTLETON,CO,80161-3254,0000,03,3,1200,202403,1,16,000000000,5,01,202506,0,0,02,0,06,0,0,0,P20,
991942636,CHANGE MAKER VILLAGE,% JERESA COLEMAN,5538 SCRANTON ST,DENVER,CO,80239-3638,0000,03,3,1238,202403,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,I43,
991946187,RYZING UP INC,,7062 SAND CREST VW,COLORADO SPGS,CO,80923-8814,0000,03,3,1000,202406,1,16,000000000,1,01,202512,1,1,02,0,12,1,6554,6554,P99,
991951486,SOUL CITY MINISTRIES INC,,724 BLUE MOUNTAIN DR,FORT COLLINS,CO,80526-4134,0000,03,3,2000,202406,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,X20,
991952227,CHRIST CARES WELLNESS FARMS INC,% DR NATASHA SMITH,950 W 103RD PL APT 102B,NORTHGLENN,CO,80260-7129,0000,03,3,1000,202404,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,E60,
991963836,AMERICAN FRIENDS OF ZICHRON AVOS A NJ NONPROFIT CORPORATION,% MICHELLE STEINBERGER,6222 SONGBIRD CIR,BOULDER,CO,80303-1495,0000,03,3,1270,202406,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,X30,AMERICAN FRIENDS OF ZICHRON AVOS
991966582,CELEBRATION OF NATIVE ARTS,% ELLEN SHAMAS-BRANDT,7646 S PRESCOTT CT,LITTLETON,CO,80120-4414,0000,03,3,2000,202508,1,16,000000000,1,01,202503,0,0,02,0,03,0,0,0,A23,
991968266,TASTE OF ETHIOPIA HERITAGE FOUNDATION,% TASTE OF ETHIOPIA,18680 E ILIFF AVE UNIT D,AURORA,CO,80013-6540,0000,03,3,1000,202502,1,15,000000000,1,01,,0,0,02,0,12,,,,A23,TASTE OF ETHIOPIA
991979208,MOTORS FOR GOOD,% TIM M MILLER,455 LONG HOLLOW CIR,DURANGO,CO,81301-8223,0000,03,3,1000,202411,1,16,000000000,1,01,,0,0,02,0,12,,,,P40,
991981617,A LOVING WARM HEART CORPORATION,,7895 OLIVE ST,COMMERCE CITY,CO,80022-1135,0000,03,3,1000,202404,1,16,000000000,1,01,,0,0,02,0,12,,,,R99,
991985209,AMERICAN LEGION DISTRICT 13,% MICHAEL BOSSHARDT,1565 ARABIAN AVE,RIFLE,CO,81650-3619,0000,03,3,1200,202404,1,15,000000000,5,01,202412,0,0,02,0,12,0,0,0,W30,
991985645,ELBERT COUNTY SHERIFFS OFFICE K9 UNIT CORP,% AMY FORDYCE,PO BOX 486,KIOWA,CO,80117-0486,0000,03,3,1000,202405,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,I11,
991986391,AJNAI,% TUNGALAG GAALCHIG,24257 E ADA AVE,AURORA,CO,80018-4691,0000,03,3,1200,202404,1,04,000000000,1,01,202412,1,2,00,1,12,4089,14756,,A23,
991987064,FOCUSED HALOS,% LINDSIE GRASS,742 ADAMS AVE,AKRON,CO,80720-1136,0000,03,3,1000,202403,1,15,000000000,1,01,202512,1,1,02,0,12,1837,2397,2397,P62,
991999698,RISK TAKERS YOUTH INITIATIVE INC,% ROBERT QUINCY SMITH,5054 BILLINGS ST,DENVER,CO,80239-4323,0000,03,3,1000,202403,1,15,000000000,1,01,,0,0,02,0,12,,,,O50,
992008317,TRUE REFUGE,,6205 ESCALADE PT,COLORADO SPGS,CO,80923-7423,0000,03,3,1000,202406,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,X20,
992009617,STILL BARKING,,2622 DENVER AVE,LONGMONT,CO,80503-1756,0000,03,3,1400,202403,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,D20,
992011215,TWO FRONTIERS PROJECT INC,% BRADEN TIERNEY,3336 DUDLEY WAY,FORT COLLINS,CO,80526-2573,0000,03,3,1000,202408,1,15,000000000,1,01,202412,4,5,01,0,12,285745,538377,538377,U05,
992013875,DORK DANCING,% SUSAN LAW,1605 SHERIDAN BLVD UNIT 74,LAKEWOOD,CO,80214-1721,0000,03,3,1200,202404,1,16,000000000,1,01,,0,0,02,0,12,,,,F80,
992014048,JOSE LOPEZ NEVER STOP FOUNDATION,,13641 MARIPOSA ST,BROOMFIELD,CO,80023-9321,0000,03,3,1200,202404,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,H30,
992016032,MINING FOR MUSIC,% JOSHUA MORAN,8275 EATON WAY,ARVADA,CO,80003-1823,0000,03,3,1000,202404,1,16,000000000,1,01,202503,0,0,02,0,03,0,0,0,A68,LA MINA SOCIAL
992017672,BAYFIELD HERITAGE DAY AND SHEEP TRAILING,,PO BOX 181,BAYFIELD,CO,81122-0181,0000,03,3,1280,202405,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,A27,
992028984,NANGMI MEDIA TRANSLATION,% GESAR MUKPO,4172 PIEDRA CT,BOULDER,CO,80301-1632,0000,03,3,1230,202404,1,15,000000000,1,01,,0,0,02,0,12,,,,A23,
992029729,LOS FANTASMAS ART COLLECTIVE,% TONY DIEGO,9060 HOFFMAN WAY,THORNTON,CO,80229-4560,0000,03,3,2000,202411,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,A23,
992030826,ARISE GO SERVE INC,% JAMES GORDON,3609 AUSTIN BLUFFS PKWY STE 31-1117,COLORADO SPGS,CO,80918-6658,0000,03,3,7000,202404,1,16,000000000,1,01,202412,2,3,01,0,12,14627,63406,63406,X20,
992037419,MILE HIGH LEADERS ASSOCIATION,% MILE HIGH LEADERS ASSOCIATION-ALS,18150 EAST WINTERPARK AVENUE UNIT30,AURORA,CO,80011-9522,0000,03,3,1200,202405,1,15,000000000,5,01,202404,0,0,02,0,04,0,0,0,W30,
992038322,MUSTANG HIGH PLAINS HOCKEY,% DIEM FAULHABER,3350 KASSLER PL,WESTMINSTER,CO,80031-2747,0000,03,3,1000,202404,1,16,000000000,1,01,202503,0,0,02,0,03,0,0,0,N68,
992043150,KENYA GOAT COMPANY,% DAMON SASSO,3780 W 10TH ST,GREELEY,CO,80634-1819,0000,03,3,1200,202412,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,K26,
992046260,CARING MATTERS INDUSTRIES,% LOGAN SFERRAZZA,1873 SARATOGA DR,COLORADO SPGS,CO,80910-1826,0000,03,3,1300,202405,1,15,000000000,1,01,,0,0,02,0,03,,,,K12,CARING MATTERS
992048811,GREELEY FIREFIGHTERS FOUNDATION,,804 23RD AVE,GREELEY,CO,80634-5922,0000,03,3,1000,202404,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,W12,
992049832,SAFESIDE FOUNDATION,,1670 E CHEYENNE MOUNTAIN BLVD SUITE,COLORADO SPRINGS,CO,80906-4035,0000,03,3,1270,202408,1,15,000000000,1,01,202512,4,4,01,0,12,146156,491087,491087,F50,
992056383,THE DIGGS DENVER,,3651 N VINE ST,DENVER,CO,80205-3528,0000,03,3,1000,202411,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,W99,
992057496,BENEVOLENT HOUSING INC,,1550 LARIMER ST NUMBER 163,DENVER,CO,80202-1602,0000,03,3,1000,202404,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,P20,
992068079,NANCY BURNHAM AND SCOOTER ANIMAL RIGHTS FOUNDATION,% KATY BURNHAM,508 COUNTRY LN,BOULDER,CO,80303-3113,0000,03,3,1000,202410,1,15,000000000,1,01,,0,0,02,0,12,,,,R01,
992070191,HOUSE OF PAIN YOUTH BOXING PROGRAM,% STEVE MESTAS,3441 S AMMONS STREET,LAKEWOOD,CO,80227-4981,0000,03,3,1000,202405,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,O50,
992071856,THE HEALING REVOLUTION,,6987 W 48TH AVE,WHEAT RIDGE,CO,80033-3540,0000,03,3,1000,202405,1,15,000000000,1,01,,0,0,01,0,12,,,,,
992075600,RESTING PLACE PUEBLO,,4 RAMSGATE PL,PUEBLO,CO,81001-1726,0000,03,3,1000,202404,1,16,000000000,1,01,,0,0,02,0,12,,,,L40,
992076058,SOUL D OUT MINISTRIES,,22222 COUNTY ROAD 42.5,TRINIDAD,CO,81082-8648,0000,03,3,1000,202411,1,15,000000000,1,01,,0,0,02,0,10,,,,X20,
992085129,ISLAMIC CENTER OF CASTLE ROCK,% BOARD OF ICCR,6986 SULFUR CT,CASTLE ROCK,CO,80108-7770,0000,03,3,7000,202409,1,10,000000000,1,01,,0,0,06,0,04,,,,X40,
992085859,RAINBOW ROOTS COLORADO,,425 W MULBERRY ST STE 107,FORT COLLINS,CO,80521-2864,0000,03,3,1200,202404,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,R01,
992089978,PSD STARS GIRLS LACROSSE BOOSTER,% DANIEL THOMAS RINEHART,608 SYCAMORE ST,FORT COLLINS,CO,80521-1938,0000,03,3,2000,202404,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,N01,
992091599,BEETHOVEN IN THE ROCKIES SOCIETY INC,% ADAM ZUKIEWICZ,PO BOX 337298,GREELEY,CO,80633-0622,0000,03,3,1200,202405,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,A68,
992091802,HIGH COUNTRY SHOTGUNNERS,,206 W 2ND ST,CREEDE,CO,81130-5011,0000,03,3,1200,202407,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,N70,
992094103,UNITED TRANSGENDER RESOURCE NETWORK,% RORY AILEEN CAOIMHE BLACKBURN,1113 S OAKLAND ST,AURORA,CO,80012-4259,0000,03,3,1000,202404,1,15,000000000,1,01,,0,0,02,0,12,,,,P88,
992109968,PEAK BASEBALL,,7520 RANNOCH MOOR WAY,COLORADO SPGS,CO,80908-4847,0000,03,3,1000,202404,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,N63,
992110014,CALVARY CHAPEL CARBON VALLEY,,6290 BAUM ST,FREDERICK,CO,80530-4859,0000,03,3,7000,202502,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
992113306,SUNSHINE AI LEARNING,% AMY ZHANG,6317 WILLOW SPRINGS DR,MORRISON,CO,80465-2155,0000,03,3,1200,202404,1,15,000000000,1,01,,0,0,02,0,12,,,,B90,
992118614,THE RISING WARRIORS,,27239 E NOVA CIR,AURORA,CO,80016-7295,0000,03,3,1000,202511,1,15,000000000,1,01,,0,0,02,0,12,,,,I20,CHRISTINE MAE BERNSTINE SOLE MBR
992119885,POST PIGEON EDU INC,,1495 CANYON BLVD STE 100,BOULDER,CO,80302-5369,0000,03,3,2000,202405,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,B20,
992143833,AHAVAT ISRAEL,% NISO AHARONIAN,11443 E MEXICO DR,AURORA,CO,80012-5215,0000,03,3,7000,202409,1,10,000000000,1,01,202412,0,0,06,0,12,0,0,0,X30,
992147309,CENTAURI MIDDLE SCHOOL PTO,% CMS PTO,17891 STATE HWY 285,LA JARA,CO,81140-0000,0000,03,3,2000,202409,1,16,000000000,5,01,,0,0,02,0,05,,,,B94,CMS PTO
992152393,WIQBIT FOUNDATION,,1580 N LOGAN ST STE 660,DENVER,CO,80203-1994,0000,03,3,1200,202404,1,16,000000000,1,01,,0,0,02,0,12,,,,B80,
992152419,FOUNDATION 82,% MARK J GARCIA,1108 E 96TH PL,THORNTON,CO,80229-7830,0000,03,3,1235,202509,1,16,000000000,5,01,,0,0,02,0,12,,,,F01,
992167332,FLY-N B ROTARY CLUB,% WINSTON PENDLETON,3091 MILL VISTA RD UNIT 1422,HGHLNDS RANCH,CO,80129-2426,0000,04,3,1000,202503,0,00,000000000,1,01,202412,0,0,02,0,12,0,0,0,,
992171842,CLIMATIQUE,,2600 9TH ST APT 4A,BOULDER,CO,80304-3323,0000,03,3,1230,202404,1,16,000000000,5,01,202512,0,0,02,0,12,0,0,0,A20,
992174894,HANDSHAKE PARTNERS,,955 LINDEN AVE,BOULDER,CO,80304-0724,0000,03,3,1000,202404,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,O30,
992175967,OPERATION I CAN TAKE IT FROM HERE,,11887 WASHINGTON ST,NORTHGLENN,CO,80233-7400,0000,03,3,1200,202405,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,F32,
992176370,ACES OKANAGAN FOUNDATION,,8040 SOUTHPARK LN,LITTLETON,CO,80120-5640,0000,03,3,1000,202410,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,B12,
992177830,CLIMATE JUSTICE HIVE,,2130 ARAPAHOE AVE,BOULDER,CO,80302-6602,0000,03,3,1000,202406,1,15,000000000,1,01,202412,4,4,01,0,12,233184,424930,424930,C99,
992182046,CPR HOCKEY CLUB LTD,% DAN BUCHOLT,1818 MANCHESTER DR,FORT COLLINS,CO,80526-1622,0000,03,3,1000,202404,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,N60,
992182058,JOY FOSTER CARE INTERNATIONAL,,3104 CARRIAGE DR,ESTES PARK,CO,80517-7070,0000,03,3,1200,202404,1,15,000000000,1,01,,0,0,02,0,12,,,,P32,
992182505,WESTERN ENERGY FREEDOM ASSOCIATION,,1767 S PIERSON ST,LAKEWOOD,CO,80232-6133,0000,03,3,2000,202404,1,15,000000000,1,01,202412,4,5,01,0,12,271248,770000,770000,C99,
992190739,COLORADO CHRISTIAN BASEBALL ASSOCIATION,,6185 W SUMMIT DR,LITTLETON,CO,80123-3619,0000,03,3,1700,202404,1,16,000000000,1,01,,0,0,02,0,12,,,,N63,
992196733,PROVIDING HOPE TO NIGERIA,% LINDA PECK,PO BOX 654,FRUITA,CO,81521-0654,0000,03,3,1000,202404,1,15,000000000,1,01,202512,1,3,01,0,12,7954,66818,66818,P12,
992197366,WELCOME COS,,10 BOULDER CRESCENT ST STE 300B,COLORADO SPGS,CO,80903-3355,0000,03,3,1200,202409,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,P20,
992198914,FRIENDS OF THE BUENA VISTA RIVER PARK,% JP MCDONOUGH,29805 HIGHWAY 24 BOX 152,BUENA VISTA,CO,81211-9640,0000,03,3,1000,202404,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,T12,
992199832,RONNIE J ROYBAL ARMED FORCES DAY OF SERVICE,% DOUGLAS MEYERS,2690 UINTA ST,DENVER,CO,80238-2510,0000,03,3,1000,202404,1,04,000000000,1,01,202412,1,1,00,1,12,8161,8161,,W30,
992201342,BLUE SPOT TBB,,5895 S KILLARNEY WAY,CENTENNIAL,CO,80015-3607,0000,03,3,1000,202405,1,16,000000000,1,01,202412,1,4,01,0,12,4521,113766,113766,A24,
992206830,SOUND SYNTHESIS CLUB INC,% OSCAR CARABALLO,2521 HILLCROFT LN,CASTLE ROCK,CO,80104-8102,0000,03,3,1200,202404,1,16,000000000,1,01,,0,0,02,0,12,,,,A68,
992211753,TELLER TAKEDOWN WRESTLING CLUB,,3701 WILDHORN RD,FLORISSANT,CO,80816-7118,0000,03,3,1000,202512,1,16,000000000,1,01,,0,0,02,0,12,,,,N50,
992215205,TREATS FOR A CAUSE,,18121 E HAMPDEN AVE UNIT C 1210,AURORA,CO,80013-3590,0000,03,3,1200,202405,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,D99,
992221407,POSITIVE TRIBES,,15945 W ELLSWORTH PL,GOLDEN,CO,80401-5029,0000,03,3,1280,202404,1,16,000000000,1,01,202502,0,0,02,0,02,0,0,0,F60,
992224416,ROCKY ROAD RECOVERY INC,,3030 S COLLEGE AVE UNIT 210,FORT COLLINS,CO,80525-2557,0000,03,3,1200,202404,1,16,000000000,1,01,,0,0,02,0,12,,,,F19,
992230822,LIVING WATERS EKKLESIA,,PO BOX 277,WIGGINS,CO,80654-0277,0000,03,3,7000,202410,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
992235786,LOVELAND ROBOTICS,,920 W 29TH ST,LOVELAND,CO,80538-2559,0000,03,3,1200,202404,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,B11,
992239189,ALONGSIDE ACADEMY,% BENJAMIN STONE,855 SYATES ST,DENVER,CO,80219-0000,0000,03,3,1000,202410,1,15,000000000,1,01,202506,1,3,01,0,06,4602,87679,87679,P20,
992241055,ATTITUDE ADJUSTMENT 7AM MOUNTAIN TIME - ONLINE,,2734 TRENTON ST,DENVER,CO,80238-2498,0000,03,3,1000,202404,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,F11,
992241838,IN MY HEART,% CRYSTAL MARINE,8395 W 78TH CIR,ARVADA,CO,80005-4408,0000,03,3,1000,202404,1,04,000000000,1,01,,0,0,00,1,12,,,,P40,
992242277,GOSPEL PRESS PUBLISHING,% TIM MILLER,639 E 2ND AVE,DURANGO,CO,81301-5401,0000,03,3,2370,202404,1,16,000000000,1,01,202412,1,1,02,0,12,1,450,450,X83,GOSPEL PRESS
992247293,SPIRIT CENTERED HEALING ARTS,% SHERRI COWHIG,2731 BRISTLECONE CT,LAFAYETTE,CO,80026-8006,0000,03,3,1700,202404,1,04,000000000,5,01,202412,1,1,00,1,12,2687,4472,,X99,
992250908,GIFTS AND ABILITIES INC,,2936 NORTH AVE STE B,GRAND JCT,CO,81504-6451,0000,03,3,1000,202404,1,04,000000000,5,01,,0,0,00,1,12,,,,J30,
992254391,CHESTERTON ACADEMY OF BLESSED CARLO ACUTIS,,PO BOX 941,GRAND JCT,CO,81502-0941,0000,03,3,2000,202411,1,11,000000000,1,01,,0,0,01,0,06,,,,B25,
992259206,MIND THE GAP MENTAL HEALTH GAP SERVICES,,309 S CASCADE AVE,MONTROSE,CO,81401-4201,0000,03,3,1000,202405,1,15,000000000,1,01,202507,0,0,02,0,07,0,0,0,P20,MIND THE GAP
992259340,WILLINSPIRE SPORTS INC,,8076 CINNAMON CT,COLORADO SPGS,CO,80927-5006,0000,03,3,1000,202404,1,16,000000000,1,01,,0,0,02,0,12,,,,O50,
992275548,HAPPY TAILS ANIMAL RESCUE,,28505 THORPE MOUNTAIN DR,OAK CREEK,CO,80467-9724,0000,03,3,1400,202408,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,D20,
992278569,GLORIFY CHRIST MINISTRIES,% JOSEPH KOPRIVA,PO BOX 530,LARKSPUR,CO,80118-0530,0000,03,3,1000,202501,1,16,000000000,1,01,202412,3,4,01,0,12,31896,146148,146148,X20,
992278835,RICHARDS RUBBISH ROUNDUP,% MARIAH DELLADIO,322 N TEJON ST STE 206,COLORADO SPGS,CO,80903-1240,0000,03,3,2800,202404,1,16,000000000,1,01,202412,2,3,01,0,12,17097,74285,74285,C50,
992284017,MAX W DONAHUE VFW POST 12230,% CHRIS BOYER,7452 BLUE WATER DR,CASTLE ROCK,CO,80108-8532,0000,19,3,1000,202504,1,00,000000000,5,01,202412,0,0,02,0,12,0,0,0,W30,
992289812,HELP KIGALI KIDS,% DEANNE CASARI,17657 W 78TH DR,ARVADA,CO,80007-7987,0000,03,3,1230,202404,1,16,000000000,1,01,,0,0,02,0,12,,,,B12,
992299360,FRONT RANGE GMRS INC,,PO BOX 644,WATKINS,CO,80137-0644,0000,03,3,1200,202501,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,T99,
992303503,PEAK FOOTBALL CLUB,,137 JJ RD,BAYFIELD,CO,81122-9341,0000,03,3,2000,202409,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,N64,
992303666,FOUNDATION MONDIAL KATUMBAYI,,5567 KILLARNEY ST,DENVER,CO,80249-8717,0000,03,3,1000,202404,1,15,000000000,1,01,202412,1,2,02,0,12,1,22533,22533,P50,
992306660,FIRST EYE CARE SERVICES,,24681 E TENNESSEE AVE,AURORA,CO,80018-6145,0000,03,3,1000,202405,1,15,000000000,1,01,,0,0,02,0,12,,,,P50,
992310544,OLLIES BIKE PARADE,% CLARISSA STRATTON,PMB 319,FORT COLLINS,CO,80528-0000,0000,03,3,1700,202404,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,R23,
992318201,JOECARES,,9300 E MINERAL AVE APT 345,CENTENNIAL,CO,80112-2832,0000,03,3,1238,202404,1,04,000000000,1,01,,0,0,00,1,12,,,,E80,
992322300,ONE KIDNEY CLUBS,% PATRICIA GRAHAM,625 MANHATTAN PL APT 101,BOULDER,CO,80303-4032,0000,03,3,1200,202507,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,B01,
992325454,NATIONAL ASSOCIATION OF INDEPENDENT AUDITORS,% ROBERT MILLER,6008 ROUTT CT,ARVADA,CO,80004-4438,0000,06,3,2000,202411,2,00,000000000,1,01,202412,0,0,02,0,12,0,0,0,S20,
992326943,CENTRE OF LOVE FOUNDATION INC,,2020 N ACADEMY BLVD SUITE 261 3177,COLORADO SPRINGS,CO,80909-1567,0000,03,3,1000,202404,1,16,000000000,1,01,,0,0,02,0,12,,,,W12,
992327692,HOOEYS HEELERS RESCUE & SANCTUARY,% SHELLEY JORDAN,10103 COUNTY ROAD 174,KIOWA,CO,80117-9710,0000,03,3,4000,202404,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,D20,
